Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_X	Vel_Y	Vel_Z	
61114	-0.025781	-0.471252	9.745564	-0.026398	0.030063	-0.094249	0.177081	0.308846	0.349971	-0.110456	-1.650921	-2.900815	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61115	-0.039880	-0.438401	9.821621	-0.030551	0.018098	-0.062419	0.171488	0.314937	0.340815	-0.120736	-1.640792	-2.928435	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61116	0.017393	-0.361411	9.819550	-0.028277	0.027660	-0.051302	0.177092	0.307861	0.350283	-0.130872	-1.625795	-2.949989	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61117	0.267380	-0.234665	9.774859	-0.014466	0.022559	-0.022255	0.171030	0.316030	0.341224	-0.134232	-1.613398	-2.958426	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61118	0.323871	-0.066319	9.836073	-0.000244	0.022357	-0.032824	0.176800	0.307887	0.350236	-0.131241	-1.600916	-2.971487	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61119	0.381282	-0.057864	9.799863	-0.009910	-0.005218	-0.041349	0.169669	0.315918	0.341810	-0.132210	-1.601853	-2.989012	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61120	0.258012	-0.160343	9.759110	-0.015830	0.002713	-0.029634	0.176230	0.308508	0.349717	-0.136706	-1.598747	-3.000789	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61121	0.126748	-0.094095	9.839195	-0.003307	0.017021	-0.015306	0.170031	0.314506	0.341799	-0.134951	-1.588977	-3.005898	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61122	0.168565	0.091054	9.854684	-0.007407	0.010792	-0.023100	0.175758	0.310016	0.349307	-0.135514	-1.582006	-3.014696	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61123	0.360640	0.219267	9.797475	-0.008179	0.002283	-0.062771	0.168496	0.315030	0.342062	-0.135344	-1.579318	-3.042464	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61124	0.430733	0.433130	9.807000	0.008642	0.012313	-0.088297	0.176083	0.308597	0.351286	-0.127390	-1.571692	-3.081425	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61125	0.627795	0.559018	9.760182	0.018746	0.014295	-0.168735	0.168732	0.315268	0.342754	-0.112632	-1.563545	-3.159824	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61126	0.809411	0.413181	9.647714	0.003910	0.003272	-0.212180	0.174360	0.310451	0.348930	-0.105334	-1.560332	-3.259007	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61127	0.642502	0.137502	9.625319	-0.008566	0.042754	-0.257255	0.167678	0.316828	0.342249	-0.102305	-1.538966	-3.379710	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61128	0.435455	-0.049383	9.787561	-0.024539	0.043222	-0.263165	0.173556	0.309573	0.350438	-0.107999	-1.516716	-3.502312	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61129	0.231654	-0.157841	9.906523	-0.010469	0.037257	-0.269276	0.166639	0.317265	0.342329	-0.105891	-1.498026	-3.628746	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61130	0.194139	-0.137332	9.918627	-0.013358	0.038179	-0.265204	0.171180	0.310044	0.349771	-0.106306	-1.478189	-3.753083	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61131	0.364172	-0.026131	9.921762	-0.017107	0.036862	-0.276506	0.164452	0.316968	0.343057	-0.107421	-1.459693	-3.882966	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61132	0.495953	-0.090099	9.790639	-0.016216	0.034353	-0.275434	0.169389	0.311031	0.349705	-0.109159	-1.441696	-4.012041	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61133	0.305732	-0.170234	9.755669	-0.001995	0.027392	-0.265332	0.163242	0.317896	0.341357	-0.103359	-1.427803	-4.136573	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61134	0.128269	-0.239954	9.790543	-0.003269	0.022950	-0.263748	0.168981	0.311438	0.350420	-0.099120	-1.415225	-4.259451	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61135	0.118440	-0.189764	9.857450	-0.003053	0.033455	-0.254738	0.162142	0.318735	0.341808	-0.094159	-1.398307	-4.378921	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61136	0.292686	-0.154856	9.841578	0.013880	0.018468	-0.232434	0.165526	0.311771	0.351316	-0.082157	-1.387817	-4.488086	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61137	0.194374	-0.217533	9.743329	0.012534	0.022836	-0.214660	0.158956	0.319174	0.342609	-0.070397	-1.375893	-4.588396	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61138	0.053779	-0.314158	9.712462	-0.002050	0.017281	-0.197866	0.165474	0.313441	0.349768	-0.066437	-1.365913	-4.679972	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61139	-0.016055	-0.347249	9.703194	-0.001576	0.012913	-0.173503	0.158697	0.320059	0.342261	-0.062146	-1.358522	-4.760612	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61140	-0.028264	-0.368821	9.745361	0.000769	0.014714	-0.124555	0.165330	0.311832	0.350616	-0.057695	-1.349718	-4.816806	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61141	-0.027842	-0.466756	9.706357	-0.003541	0.003929	-0.088233	0.158688	0.320059	0.343192	-0.055611	-1.346377	-4.856711	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61142	-0.258997	-0.532848	9.690332	-0.022861	0.013302	-0.032567	0.163109	0.312650	0.350889	-0.063483	-1.338201	-4.870550	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61143	-0.276344	-0.393082	9.717417	-0.013085	-0.010694	0.027363	0.156882	0.318634	0.342302	-0.067570	-1.341434	-4.855236	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61144	-0.110275	-0.096865	9.817606	-0.010604	-0.031408	0.044871	0.166133	0.311872	0.351808	-0.070460	-1.354563	-4.829762	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61145	0.207538	0.378457	9.952668	-0.001699	-0.012839	0.022743	0.158843	0.319969	0.340692	-0.068952	-1.358694	-4.816657	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61146	0.645095	0.433291	9.786652	0.011329	-0.029354	-0.022060	0.165989	0.311808	0.350190	-0.060615	-1.370880	-4.824551	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61147	0.518354	0.356209	9.628652	0.008635	-0.016443	-0.071120	0.158771	0.319803	0.341487	-0.052817	-1.377027	-4.856278	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61148	0.325215	0.114982	9.588231	0.010320	0.013042	-0.088959	0.164806	0.312189	0.350383	-0.044195	-1.368995	-4.896448	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61149	0.173513	-0.098179	9.684743	0.004745	0.009131	-0.078952	0.157083	0.318996	0.342052	-0.038161	-1.362935	-4.931926	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61150	0.087859	-0.132371	9.855913	-0.005936	0.003182	-0.082278	0.163872	0.312384	0.350358	-0.037384	-1.359601	-4.968757	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61151	0.218815	-0.022500	9.914727	0.011075	0.014422	-0.069930	0.156640	0.319242	0.341570	-0.028488	-1.350949	-4.999927	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61152	0.381718	-0.008902	9.814583	0.008866	0.003518	-0.070188	0.163134	0.311812	0.350798	-0.020788	-1.347444	-5.030774	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61153	0.367045	0.007901	9.768857	-0.002012	0.012792	-0.083477	0.157241	0.319197	0.341535	-0.017995	-1.339664	-5.068410	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61154	0.352086	0.060507	9.786415	0.015007	0.007784	-0.078341	0.163214	0.312969	0.349561	-0.007278	-1.334116	-5.103051	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61155	0.361289	0.004702	9.802165	0.005350	0.000177	-0.084199	0.155847	0.320201	0.341666	-0.000947	-1.332436	-5.141028	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61156	0.269262	-0.130166	9.775236	0.010673	0.008658	-0.063656	0.162431	0.313659	0.351932	0.007533	-1.326462	-5.169021	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61157	0.190284	-0.228380	9.769547	0.021392	0.020878	-0.036945	0.157593	0.321037	0.342440	0.020868	-1.314890	-5.184424	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61158	0.088552	-0.284715	9.794974	0.008881	0.012346	-0.018938	0.162337	0.312909	0.350621	0.027994	-1.307153	-5.190546	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61159	-0.019290	-0.295190	9.834253	0.009550	0.010700	0.017140	0.156906	0.320055	0.341709	0.034877	-1.300314	-5.180114	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61160	-0.028907	-0.300371	9.823241	0.009370	0.025599	0.036890	0.161596	0.314027	0.350052	0.041633	-1.286266	-5.160357	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61161	0.096610	-0.169476	9.793747	0.021114	0.018569	0.065606	0.155434	0.319755	0.341620	0.053358	-1.275559	-5.126771	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61162	0.213020	-0.097120	9.745941	0.025561	0.011807	0.104083	0.162796	0.313369	0.349476	0.067140	-1.268137	-5.073852	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61163	0.283971	-0.047716	9.752944	0.011962	0.005938	0.107561	0.157294	0.321624	0.342099	0.074008	-1.263522	-5.020231	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61164	0.179303	0.029886	9.817087	0.004696	0.028212	0.120845	0.163974	0.314125	0.351227	0.077667	-1.248292	-4.959679	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61165	0.250491	0.185817	9.909433	0.028282	0.029670	0.100822	0.156364	0.319137	0.342595	0.092493	-1.232352	-4.909261	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61166	0.417521	0.229651	9.878016	0.030861	0.032117	0.088626	0.163365	0.313456	0.350228	0.109006	-1.215257	-4.864513	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61167	0.386851	0.213250	9.761992	0.037615	0.049933	0.069741	0.156672	0.320102	0.341270	0.128780	-1.189775	-4.828912	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61168	0.296128	0.156824	9.706126	0.019251	0.060816	0.056265	0.165011	0.313119	0.350640	0.140104	-1.158967	-4.798440	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61169	0.216543	0.232716	9.768715	0.020287	0.061853	0.031174	0.157376	0.319254	0.342353	0.152131	-1.127802	-4.781233	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61170	0.315244	0.200884	9.757381	0.016184	0.042241	0.014452	0.163644	0.313138	0.349223	0.162410	-1.105820	-4.772087	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61171	0.261428	0.153352	9.696669	0.012487	0.043642	0.015705	0.157625	0.321182	0.340176	0.170974	-1.083400	-4.762282	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61172	0.242789	0.094981	9.708736	0.018479	0.061591	-0.012269	0.163905	0.313528	0.350311	0.182593	-1.052143	-4.765170	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61173	0.160051	0.047958	9.741553	0.009545	0.043531	0.001771	0.156551	0.319630	0.341272	0.189910	-1.029769	-4.762013	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61174	-0.034173	0.001552	9.764505	0.005613	0.044080	0.007457	0.162868	0.312267	0.349670	0.195217	-1.006903	-4.755805	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61175	-0.016194	-0.057751	9.786279	0.008945	0.051636	0.009739	0.157850	0.319859	0.340804	0.202140	-0.980530	-4.748826	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61176	0.013469	-0.067133	9.756114	0.006537	0.031939	0.031041	0.163582	0.314247	0.349828	0.207701	-0.963503	-4.731230	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61177	0.009658	-0.053936	9.741024	0.012713	0.015230	0.037351	0.157115	0.320847	0.342239	0.216141	-0.954454	-4.711123	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61178	0.013256	-0.040980	9.751250	0.003460	-0.002336	0.045058	0.163258	0.313406	0.348350	0.220128	-0.953821	-4.686982	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61179	0.045921	0.000593	9.789691	0.022449	0.004396	0.049574	0.157857	0.320290	0.341584	0.233082	-0.949881	-4.661057	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61180	0.115324	0.023949	9.774553	0.030628	-0.013102	0.043591	0.164430	0.314009	0.347845	0.250054	-0.954395	-4.637248	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61181	0.140819	0.060411	9.743895	0.017458	-0.008984	0.027293	0.158145	0.320963	0.340136	0.260803	-0.956787	-4.621990	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61182	0.152593	0.062238	9.769790	-0.000474	-0.021437	0.018450	0.164723	0.314552	0.348400	0.263123	-0.965234	-4.610579	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61183	0.156692	0.036053	9.745962	0.007011	-0.020172	0.016823	0.156338	0.318977	0.340469	0.268970	-0.972943	-4.600346	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61184	0.104751	0.037382	9.729364	0.011735	-0.028137	0.013895	0.163457	0.312922	0.349069	0.277153	-0.984580	-4.591443	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61185	0.072085	0.002211	9.749343	0.002222	-0.021337	0.034123	0.157354	0.320223	0.339511	0.280549	-0.992835	-4.572953	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61186	0.063327	-0.167429	9.735808	-0.006185	-0.012638	0.061733	0.164057	0.313585	0.349268	0.279776	-0.997186	-4.540841	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61187	-0.044321	-0.274695	9.714150	-0.019514	-0.034888	0.106655	0.157990	0.320339	0.340672	0.271997	-1.011968	-4.487743	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61188	-0.234632	-0.043750	9.849913	-0.018395	-0.017228	0.130105	0.165781	0.313845	0.349666	0.264804	-1.018656	-4.422632	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61189	0.269327	0.298503	9.955868	0.010149	-0.026606	0.107315	0.161348	0.319410	0.341651	0.271225	-1.029372	-4.369201	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61190	0.628029	0.289870	9.828029	0.017262	-0.042129	0.074255	0.166383	0.312808	0.349144	0.281516	-1.047830	-4.330974	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61191	0.434883	0.194759	9.705038	0.008847	-0.031597	0.045970	0.159784	0.319205	0.339280	0.287966	-1.061052	-4.306851	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61192	0.118806	0.057796	9.697175	0.006215	-0.006978	0.046373	0.165623	0.313920	0.348705	0.293212	-1.062668	-4.282751	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61193	-0.042624	-0.094026	9.743801	0.011960	0.003705	0.049857	0.160419	0.320028	0.340675	0.301063	-1.058953	-4.256688	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61194	-0.005676	-0.148405	9.787557	-0.011452	0.002434	0.089739	0.166845	0.313837	0.348505	0.297494	-1.056188	-4.210742	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61195	0.041517	-0.146358	9.808398	-0.019537	-0.012201	0.122830	0.160063	0.319602	0.340239	0.289529	-1.060134	-4.149869	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61196	0.030980	-0.119940	9.799737	-0.009629	-0.010157	0.151244	0.166693	0.311514	0.348320	0.286282	-1.063519	-4.075019	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
61197	0.092217	-0.221562	9.759029	-0.012916	-0.012971	0.162512	0.161809	0.319162	0.340272	0.280969	-1.067837	-3.995195	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
