Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_X	Vel_Y	Vel_Z	
44315	0.389548	-0.246837	9.787989	-0.004073	0.013677	0.076276	0.331525	0.157594	0.342544	-1.850855	-2.088984	1.896105	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44316	0.387673	-0.232417	9.768312	-0.010600	0.006653	0.068231	0.330524	0.154591	0.340712	-1.853952	-2.084357	1.930270	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44317	0.453407	-0.245008	9.749907	-0.009237	0.001312	0.048680	0.332612	0.157356	0.340711	-1.856530	-2.082844	1.955803	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44318	0.462669	-0.264300	9.768086	-0.008928	-0.002250	0.037961	0.331594	0.154086	0.341411	-1.858307	-2.082931	1.977121	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44319	0.419869	-0.271149	9.774791	0.006422	-0.004468	0.043653	0.332574	0.155301	0.342140	-1.853282	-2.084309	2.000344	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44320	0.450208	-0.259406	9.751913	-0.000499	-0.008877	0.053531	0.330558	0.154427	0.341256	-1.851310	-2.087319	2.027160	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44321	0.496630	-0.264644	9.714034	0.004367	-0.009838	0.043416	0.331697	0.156321	0.341440	-1.847225	-2.091344	2.050353	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44322	0.509331	-0.279142	9.744819	0.012024	-0.000864	0.022828	0.330813	0.152316	0.343390	-1.838736	-2.091007	2.065703	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44323	0.475529	-0.240361	9.769754	0.011749	0.005402	0.034427	0.333080	0.156355	0.344009	-1.830919	-2.087990	2.084370	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44324	0.509544	-0.182983	9.730379	0.016027	-0.000818	-0.000939	0.332419	0.153524	0.341019	-1.820104	-2.087996	2.086118	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44325	0.566708	-0.149773	9.752292	0.016246	-0.006062	-0.032349	0.333440	0.156450	0.341796	-1.808878	-2.091586	2.073072	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44326	0.607877	-0.087556	9.791665	0.040432	0.006089	-0.047126	0.331094	0.153962	0.341882	-1.785603	-2.088989	2.052151	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44327	0.648495	-0.083097	9.782248	0.038484	0.011789	-0.085191	0.333276	0.155224	0.340247	-1.762671	-2.085011	2.013603	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44328	0.805440	-0.151792	9.726734	0.042643	-0.012310	-0.154577	0.331655	0.153720	0.340775	-1.736481	-2.092744	1.943997	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44329	0.884422	-0.339927	9.787618	0.047349	-0.008691	-0.175468	0.332510	0.156984	0.342839	-1.707704	-2.100129	1.862643	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44330	0.456433	-0.389175	9.859554	0.048407	0.028108	-0.134251	0.330801	0.155801	0.342410	-1.679088	-2.088216	1.799411	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44331	0.120650	-0.400873	9.797340	0.039345	0.033707	-0.124798	0.332237	0.157856	0.341696	-1.655081	-2.074517	1.741663	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44332	0.169288	-0.415791	9.720816	0.042100	0.037296	-0.130732	0.330752	0.155025	0.342179	-1.629563	-2.058116	1.683054	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44333	0.241144	-0.387428	9.817560	0.047883	0.026341	-0.137958	0.330297	0.159337	0.341097	-1.601369	-2.047939	1.619134	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44334	0.271911	-0.418877	9.874944	0.052049	0.035197	-0.124835	0.330349	0.157180	0.341880	-1.571230	-2.032402	1.560495	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44335	0.195878	-0.367799	9.831282	0.043964	0.033555	-0.118764	0.329691	0.158377	0.342526	-1.545337	-2.018374	1.505659	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44336	0.143981	-0.273670	9.763993	0.033193	0.020132	-0.096807	0.329076	0.158612	0.341371	-1.524705	-2.009617	1.460569	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44337	0.106587	-0.302236	9.742170	0.021533	0.026694	-0.087643	0.331331	0.159504	0.341622	-1.510080	-1.998267	1.420690	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44338	0.092923	-0.343019	9.723351	0.013621	0.019393	-0.043700	0.328585	0.157046	0.341654	-1.499691	-1.989174	1.403967	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44339	0.080789	-0.352518	9.738821	0.007269	0.014009	-0.024745	0.330382	0.160168	0.340268	-1.492995	-1.982894	1.394285	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44340	0.035322	-0.318434	9.776858	0.009142	0.015522	0.016853	0.328369	0.157334	0.341478	-1.485751	-1.974892	1.404358	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44341	0.041819	-0.301623	9.806895	-0.019134	-0.000329	0.061667	0.330479	0.160913	0.341038	-1.493124	-1.974166	1.436119	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44342	0.170868	-0.285855	9.818477	-0.005119	0.005621	0.067157	0.330127	0.157511	0.340905	-1.493519	-1.970263	1.470939	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44343	0.370130	-0.287564	9.775735	-0.011610	-0.013171	0.061033	0.330933	0.159834	0.340889	-1.497310	-1.975620	1.502556	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44344	0.445401	-0.273754	9.785334	-0.004805	-0.013398	0.070965	0.328590	0.156838	0.340604	-1.497630	-1.980745	1.538375	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44345	0.394355	-0.282932	9.798283	-0.007718	0.002939	0.072261	0.331694	0.159255	0.340888	-1.499755	-1.978323	1.575155	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44346	0.291387	-0.294099	9.794890	-0.002968	-0.006307	0.087334	0.329566	0.156780	0.340471	-1.499465	-1.979857	1.619428	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44347	0.239677	-0.351368	9.800395	-0.015253	-0.000662	0.100923	0.331106	0.159535	0.341326	-1.505702	-1.978737	1.669942	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44348	0.296158	-0.368676	9.795400	-0.015770	0.009247	0.108902	0.329573	0.155928	0.341578	-1.511870	-1.972569	1.724331	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44349	0.362336	-0.354775	9.818435	-0.010549	0.004764	0.080873	0.331670	0.158059	0.341080	-1.515588	-1.969092	1.765202	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44350	0.423220	-0.312008	9.814079	0.008641	0.009843	0.060070	0.329688	0.156295	0.341972	-1.509291	-1.963251	1.795383	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44351	0.477633	-0.274005	9.801598	0.005822	-0.007189	0.047200	0.331616	0.158299	0.341591	-1.504658	-1.965982	1.820326	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44352	0.494770	-0.240497	9.791661	0.014141	0.006271	0.030256	0.330064	0.155795	0.340986	-1.495247	-1.962226	1.837731	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44353	0.538197	-0.207224	9.768045	0.028190	0.008865	-0.007422	0.332046	0.159340	0.341328	-1.479002	-1.958101	1.836391	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44354	0.493329	-0.158762	9.767262	0.013735	0.012047	-0.026518	0.330136	0.156068	0.340716	-1.468855	-1.952293	1.826100	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44355	0.396263	-0.157983	9.740315	0.018956	0.000148	-0.023060	0.331406	0.157652	0.341597	-1.456697	-1.952590	1.817399	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44356	0.381450	-0.186720	9.733527	0.003349	0.019499	-0.019900	0.330370	0.155568	0.342365	-1.451615	-1.943141	1.810975	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44357	0.384801	-0.210765	9.758245	0.020549	0.010020	-0.017493	0.331916	0.158924	0.341863	-1.438743	-1.938686	1.804814	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44358	0.337183	-0.191139	9.752210	0.013708	0.002046	-0.016592	0.329452	0.156577	0.341926	-1.428777	-1.937525	1.798050	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44359	0.276327	-0.205045	9.763904	0.017905	-0.000735	-0.022308	0.331340	0.160570	0.341435	-1.417056	-1.938233	1.789716	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44360	0.185619	-0.206651	9.801001	0.008700	0.032074	-0.028273	0.329321	0.156805	0.340305	-1.409282	-1.922875	1.778362	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44361	0.282090	-0.229109	9.788928	0.010668	0.032852	-0.015394	0.331200	0.159814	0.340926	-1.401096	-1.907394	1.772933	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44362	0.360539	-0.253879	9.725913	0.001946	0.010450	-0.012827	0.329421	0.156232	0.341011	-1.396805	-1.902175	1.769998	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44363	0.373946	-0.205919	9.710657	-0.007313	0.002548	-0.014050	0.332140	0.159702	0.341852	-1.397228	-1.901167	1.765567	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44364	0.356186	-0.215301	9.788649	-0.015856	-0.010798	-0.016024	0.330045	0.157707	0.339822	-1.401395	-1.906127	1.759408	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44365	0.342090	-0.239218	9.796552	-0.006802	0.003455	-0.017574	0.331685	0.160616	0.340152	-1.401504	-1.904737	1.753282	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44366	0.301894	-0.253349	9.762230	-0.012665	0.001777	-0.014770	0.328748	0.157216	0.340738	-1.404163	-1.903681	1.748467	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44367	0.274772	-0.214639	9.773422	-0.004046	0.006058	-0.010043	0.331718	0.159644	0.341003	-1.403066	-1.900929	1.745906	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44368	0.243603	-0.204722	9.808384	-0.007489	0.003442	-0.012301	0.329718	0.157201	0.339806	-1.403292	-1.899049	1.743109	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44369	0.263673	-0.209703	9.803635	-0.002851	-0.009334	-0.011586	0.331121	0.159584	0.340397	-1.401579	-1.903606	1.739988	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44370	0.339217	-0.217566	9.786486	-0.015997	-0.001822	-0.004410	0.329954	0.157001	0.340776	-1.405994	-1.904146	1.740665	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44371	0.415009	-0.208597	9.771822	-0.005628	0.005202	-0.012024	0.329748	0.160945	0.341338	-1.405572	-1.901801	1.737165	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44372	0.437678	-0.163115	9.760173	-0.006883	-0.009172	-0.022008	0.330103	0.156314	0.341097	-1.405359	-1.906056	1.730124	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44373	0.454627	-0.163276	9.742872	-0.008358	-0.021583	-0.057204	0.329688	0.159612	0.341665	-1.405474	-1.917104	1.705362	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44374	0.452277	-0.196907	9.752258	-0.013366	-0.007012	-0.054367	0.329312	0.156630	0.341109	-1.407835	-1.920707	1.681497	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44375	0.364483	-0.239429	9.775079	-0.012744	-0.006221	-0.038104	0.331164	0.158869	0.341368	-1.410321	-1.924249	1.665677	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44376	0.293489	-0.243670	9.753876	0.000779	0.001652	-0.048919	0.329779	0.158700	0.341327	-1.406011	-1.923653	1.643145	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44377	0.128305	-0.251863	9.796079	-0.019168	0.016441	-0.021175	0.331701	0.159294	0.342611	-1.411830	-1.916090	1.635141	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44378	0.206263	-0.310189	9.822950	0.001709	0.017738	-0.021906	0.328715	0.158435	0.342659	-1.407504	-1.907499	1.626680	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44379	0.351246	-0.306590	9.821951	-0.000409	0.016789	-0.005971	0.330743	0.158975	0.342368	-1.404653	-1.899550	1.625935	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44380	0.378296	-0.287639	9.769477	-0.008252	0.008837	-0.004295	0.329964	0.157258	0.340896	-1.405368	-1.895002	1.628319	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44381	0.405542	-0.259029	9.755957	-0.021014	-0.007093	-0.009533	0.330909	0.160337	0.341390	-1.412328	-1.898537	1.626154	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44382	0.416176	-0.235030	9.793826	-0.005770	-0.016367	-0.033485	0.330664	0.157854	0.341223	-1.411404	-1.906361	1.612650	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44383	0.443246	-0.264097	9.804530	-0.000509	-0.016421	-0.046245	0.331231	0.160159	0.341840	-1.407995	-1.914846	1.593064	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44384	0.376547	-0.256343	9.791186	-0.010601	-0.007202	-0.034201	0.329930	0.157422	0.340353	-1.409360	-1.918304	1.579599	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44385	0.239766	-0.204721	9.781140	-0.010693	-0.009005	-0.034247	0.331246	0.160208	0.340911	-1.410987	-1.923087	1.565655	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44386	0.265837	-0.176112	9.757742	-0.004719	-0.019127	-0.028880	0.328585	0.157854	0.341346	-1.409631	-1.932174	1.553451	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44387	0.396386	-0.191657	9.730557	-0.004970	-0.012572	-0.065797	0.331458	0.159538	0.340842	-1.407972	-1.939025	1.524479	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44388	0.418157	-0.201371	9.806283	-0.003754	-0.007387	-0.031476	0.329233	0.157373	0.342120	-1.406106	-1.942539	1.513122	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44389	0.403680	-0.167623	9.775298	-0.014519	0.000261	-0.056384	0.330954	0.160648	0.340451	-1.409109	-1.943201	1.488494	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44390	0.437659	-0.165541	9.740709	-0.004735	-0.012568	-0.067562	0.328500	0.157832	0.341867	-1.407126	-1.949612	1.458362	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44391	0.479638	-0.245220	9.755677	-0.023827	-0.026544	-0.071839	0.330839	0.161172	0.340674	-1.414299	-1.963332	1.426671	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44392	0.433657	-0.280855	9.798423	-0.007600	-0.021489	-0.076853	0.328663	0.158002	0.340951	-1.413525	-1.974113	1.393006	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44393	0.327287	-0.291964	9.821353	0.001894	-0.001773	-0.086492	0.329582	0.160310	0.341084	-1.408183	-1.976204	1.354026	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44394	0.247101	-0.300944	9.794109	0.003663	-0.009113	-0.075431	0.329421	0.158823	0.341936	-1.402044	-1.981055	1.320707	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44395	0.264069	-0.281864	9.781700	0.001612	-0.014485	-0.075680	0.330394	0.160890	0.341559	-1.397047	-1.989013	1.287038	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44396	0.351042	-0.224876	9.787981	0.010180	-0.003810	-0.081772	0.329248	0.160657	0.339960	-1.387681	-1.991400	1.249173	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44397	0.375548	-0.215481	9.771654	0.015368	-0.031087	-0.077301	0.330921	0.161703	0.340524	-1.376073	-2.007298	1.214918	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44398	0.280559	-0.243578	9.740068	0.006195	-0.029021	-0.082173	0.328030	0.160479	0.342329	-1.368598	-2.021711	1.178367	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44399	0.222397	-0.286371	9.742338	0.008936	-0.027282	-0.081811	0.330479	0.162612	0.341347	-1.359983	-2.035762	1.141908	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44400	0.195211	-0.315004	9.736408	-0.001701	-0.026194	-0.068873	0.327909	0.159346	0.341444	-1.356486	-2.048666	1.113379	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44401	0.085474	-0.338124	9.744301	-0.002552	-0.030886	-0.036600	0.328881	0.162222	0.340758	-1.354179	-2.063770	1.098549	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44402	0.163391	-0.276192	9.802944	-0.003209	-0.036234	-0.047446	0.327375	0.159386	0.341371	-1.351759	-2.081222	1.078627	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44403	0.265998	-0.238562	9.816054	-0.009974	-0.045236	-0.026715	0.330718	0.163439	0.340406	-1.353179	-2.102961	1.068678	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44404	0.436319	-0.163049	9.808645	-0.020300	-0.048447	-0.052368	0.328172	0.159752	0.340927	-1.358824	-2.126299	1.046847	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44405	0.538014	-0.173527	9.797254	-0.010729	-0.055913	-0.052795	0.329888	0.162509	0.341539	-1.360086	-2.153515	1.024565	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44406	0.482565	-0.209150	9.780420	-0.012116	-0.059467	-0.057462	0.327924	0.160286	0.341131	-1.361716	-2.182173	0.999705	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44407	0.304246	-0.253346	9.781987	-0.019201	-0.044936	-0.038754	0.329620	0.163981	0.339039	-1.367251	-2.204002	0.984007	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44408	0.242866	-0.296148	9.752228	0.000286	-0.051821	-0.025273	0.328063	0.160877	0.339792	-1.363529	-2.228646	0.974531	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44409	0.284075	-0.354189	9.759830	-0.003021	-0.055377	-0.022077	0.329911	0.164350	0.339191	-1.361703	-2.255186	0.966916	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44410	0.312600	-0.303825	9.855951	0.002855	-0.021928	-0.046665	0.328235	0.161304	0.338997	-1.356331	-2.265802	0.947142	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44411	0.309546	-0.315734	9.933379	0.004254	-0.005833	-0.023183	0.330484	0.163939	0.338758	-1.351033	-2.268645	0.938436	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44412	0.347560	-0.361845	9.836003	-0.001172	-0.009468	0.003095	0.329569	0.161931	0.337946	-1.348517	-2.272751	0.942728	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44413	0.299433	-0.368796	9.713120	-0.013658	-0.023744	0.023950	0.330132	0.163045	0.338625	-1.352762	-2.283565	0.956741	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44414	0.178050	-0.276378	9.746436	-0.014763	-0.023602	0.004864	0.327429	0.160680	0.339321	-1.356776	-2.294398	0.961527	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44415	0.160697	-0.264120	9.826940	-0.028724	-0.010907	0.055047	0.329229	0.163377	0.338489	-1.368830	-2.298571	0.990249	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44416	0.242648	-0.233567	9.808224	-0.040205	-0.010863	0.094861	0.327729	0.160415	0.338976	-1.386713	-2.302288	1.037822	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44417	0.235397	-0.276865	9.739141	-0.024653	0.000415	0.111302	0.331197	0.162748	0.340373	-1.397906	-2.300283	1.093285	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44418	0.399627	-0.331146	9.725923	-0.035412	-0.014820	0.132465	0.329596	0.160277	0.339230	-1.414227	-2.305424	1.159336	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44419	0.433017	-0.350636	9.747172	-0.048066	-0.020051	0.151474	0.330912	0.161446	0.340404	-1.437454	-2.312696	1.234235	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44420	0.339985	-0.373827	9.815565	-0.063334	-0.021524	0.157493	0.329472	0.160626	0.340257	-1.467608	-2.320680	1.310012	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44421	0.137214	-0.352881	9.833564	-0.049513	-0.027463	0.187241	0.333776	0.161981	0.339162	-1.492317	-2.330868	1.402095	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44422	0.064533	-0.342662	9.829190	-0.047424	0.008497	0.213366	0.329870	0.157788	0.340989	-1.515958	-2.323754	1.507863	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44423	0.310070	-0.277432	9.787561	-0.067034	-0.012745	0.217155	0.332679	0.159372	0.339950	-1.549630	-2.326304	1.614054	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44424	0.489006	-0.216433	9.766637	-0.071292	-0.027923	0.202298	0.331454	0.156565	0.339671	-1.584479	-2.336603	1.713796	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44425	0.603279	-0.174106	9.766644	-0.073181	-0.036902	0.199410	0.333243	0.157978	0.340629	-1.620728	-2.350898	1.811839	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44426	0.603757	-0.193312	9.795867	-0.085548	-0.031958	0.178820	0.330733	0.155237	0.340706	-1.661969	-2.363314	1.899012	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44427	0.590860	-0.222104	9.755271	-0.076371	-0.035697	0.162107	0.334413	0.157627	0.340802	-1.698991	-2.377560	1.979244	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44428	0.541703	-0.260197	9.727074	-0.088522	-0.035253	0.137967	0.332582	0.154420	0.338871	-1.740886	-2.392014	2.048397	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44429	0.416950	-0.263970	9.723351	-0.106927	-0.034860	0.148027	0.335301	0.154573	0.340018	-1.792228	-2.406000	2.121915	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44430	0.430747	-0.264055	9.749430	-0.086478	-0.019056	0.142622	0.333491	0.153072	0.338266	-1.833260	-2.412542	2.193027	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44431	0.470137	-0.249954	9.752029	-0.093138	-0.024281	0.136357	0.335525	0.155269	0.339082	-1.877758	-2.421574	2.260829	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44432	0.510568	-0.279163	9.735248	-0.086764	-0.048090	0.160767	0.333561	0.151511	0.340214	-1.919342	-2.441579	2.340647	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44433	0.508119	-0.334440	9.739728	-0.082416	-0.039144	0.158621	0.335773	0.153035	0.338569	-1.959206	-2.457311	2.419340	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44434	0.513810	-0.452281	9.759755	-0.077835	-0.044543	0.135032	0.334137	0.151482	0.340026	-1.996046	-2.475936	2.485586	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44435	0.406880	-0.547583	9.746019	-0.067092	-0.041240	0.143671	0.336295	0.153412	0.340741	-2.028442	-2.492845	2.557202	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44436	0.312169	-0.479436	9.775402	-0.065129	-0.034023	0.138461	0.334419	0.149894	0.339749	-2.059319	-2.506315	2.626616	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44437	0.250814	-0.401895	9.852823	-0.070296	-0.025854	0.153867	0.337917	0.151682	0.341444	-2.093535	-2.515521	2.702856	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44438	0.335711	-0.316031	9.863742	-0.065423	-0.036086	0.181566	0.336916	0.147870	0.339920	-2.125488	-2.529139	2.794524	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44439	0.550472	-0.380410	9.798568	-0.076884	-0.035753	0.172869	0.338029	0.151584	0.340668	-2.163276	-2.542644	2.880028	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44440	0.752615	-0.394152	9.768337	-0.070796	-0.041119	0.137802	0.336792	0.147246	0.339405	-2.196913	-2.559347	2.947891	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44441	0.759360	-0.343695	9.786288	-0.073055	-0.044528	0.112322	0.339101	0.150488	0.340071	-2.231623	-2.578274	3.004665	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44442	0.633219	-0.325819	9.779984	-0.058070	-0.044948	0.121525	0.338150	0.146001	0.341242	-2.258882	-2.597031	3.066534	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44443	0.566520	-0.318065	9.766641	-0.057352	-0.033942	0.092760	0.338880	0.145886	0.340018	-2.285647	-2.611327	3.113788	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44444	0.556270	-0.315549	9.789661	-0.048500	-0.036955	0.106572	0.336707	0.145524	0.339617	-2.308038	-2.626500	3.166433	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44445	0.573435	-0.286809	9.816207	-0.050580	-0.022405	0.100801	0.339935	0.148566	0.340415	-2.331687	-2.635174	3.217316	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44446	0.645486	-0.239379	9.764634	-0.031678	-0.022741	0.079989	0.338282	0.144853	0.337871	-2.345468	-2.644045	3.259078	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44447	0.804113	-0.130166	9.704703	-0.021672	-0.025478	0.043593	0.340848	0.146957	0.342212	-2.353917	-2.655464	3.282703	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44448	0.982071	-0.059507	9.712854	-0.000097	-0.020269	-0.009245	0.338698	0.145037	0.338845	-2.350654	-2.664895	3.280782	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44449	1.003220	0.048491	9.691365	0.025378	-0.016940	-0.065184	0.340729	0.146125	0.340648	-2.333942	-2.674734	3.252287	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44450	0.991903	-0.009211	9.612017	0.040575	-0.017105	-0.099081	0.338680	0.146305	0.339837	-2.309249	-2.684392	3.207030	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
44451	1.101956	-0.060655	9.582177	0.047967	-0.005959	-0.179047	0.341183	0.148281	0.339268	-2.278934	-2.691547	3.123935	0.000000000	0.000000000	0.000000	0.000000	0.000000	0.000000	
